iso2,year,gdp,population
FI,2009,2.53498E+11,5338871
FJ,2009,2870624636,901383
FR,2009,2.70089E+12,64710879
FM,2009,280284600,107868
GA,2009,12113699661,1653542
GB,2009,2.4258E+12,62276270
GE,2009,10766836277,3814419
GH,2009,26048108185,24950762
GN,2009,6716904569,10021323
GM,2009,1450140386,1878119
GW,2009,830126470,1527196
GQ,2009,15027795173,1043686
GR,2009,3.31309E+11,11107017
GD,2009,771275555.6,113249
GT,2009,37125943565,14000190
GY,2009,3165663153,751258
HN,2009,14587496229,8277302
HR,2009,63084004705,4305181
HT,2009,11597014807,9730638
HU,2009,1.31114E+11,10022650
ID,2009,5.3958E+11,240981299
IN,2009,1.34189E+12,1223640160
IE,2009,2.36443E+11,4535375
IR,2009,4.16397E+11,74322685
IQ,2009,1.11658E+11,30289040
IS,2009,13154414219,318499
IL,2009,2.07953E+11,7485600
IT,2009,2.19993E+12,59095365
JM,2009,12120460873,2722401
JO,2009,24537876056,6780493
JP,2009,5.28949E+12,128047000
KZ,2009,1.15309E+11,16092822
KE,2009,42347217913,40364444
KG,2009,4690062255,5383300
KH,2009,10401851851,14155740
KI,2009,132419903.3,105996
KN,2009,774273111.1,47286
KR,2009,9.43942E+11,49307835
KW,2009,1.05963E+11,2795550
LA,2009,5836138127,6229930
LB,2009,35399582929,4951135
LR,2009,1768000000,3905066
LY,2009,60810211408,6360191
LC,2009,1401507889,169688
LI,2009,4504549214,35675
LK,2009,42066217872,20123508
LS,2009,1740830511,2009169
LT,2009,37388122046,3162916
LU,2009,54467289898,497783
LV,2009,26410909091,2141669
MA,2009,92897320376,32042877
MC,2009,5451653237,32401
MD,2009,5439422031,2865213
MG,2009,9616879571,21117092
MV,2009,2345294875,349037
MX,2009,9.00045E+11,111049428
MH,2009,149769600,53593
MK,2009,9401731496,2050671
ML,2009,10231962383,15032635
MT,2009,8696366907,412477
MM,2009,29455165595,49015836
ME,2009,4159330370,618294
MN,2009,4583850368,2666713
MZ,2009,11914471497,22436660
MR,2009,4714592493,3322616
MU,2009,9128843109,1247429
MW,2009,6191127665,14298932
MY,2009,2.02258E+11,28217204
NA,2009,8938868165,2067919
NE,2009,7352131669,16037915
NG,2009,2.95009E+11,156595758
NI,2009,8298679909,5770639
NL,2009,8.71519E+11,16530388
NO,2009,3.8619E+11,4828726
NP,2009,12854985464,27026941
NR,2009,,10233
NZ,2009,1.21374E+11,4302600
OM,2009,48388363589,2697537
PK,2009,1.68153E+11,190123222
PA,2009,27116635600,3559343
PE,2009,1.20823E+11,29009326
PH,2009,1.75975E+11,92946951
PW,2009,187522800,18826
PG,2009,11619637799,7358890
PL,2009,4.39738E+11,38151603
KP,2009,,24581509
PT,2009,2.44668E+11,10568247
PY,2009,22355161514,5702574
QA,2009,97798351648,1610274
RO,2009,1.74104E+11,20367487
RU,2009,1.22264E+12,142785349
RW,2009,5671592572,10043737
SA,2009,4.29098E+11,28483797
SD,2009,58316191440,32948155
SN,2009,16145868285,12195029
SG,2009,1.94152E+11,4987573
SB,2009,735997355.7,527833
SL,2009,2453899847,6259842
SV,2009,17601620000,6091188
SM,2009,2056126702,31059
SO,2009,,11730037
RS,2009,45162894381,7320807
SS,2009,12231264525,9229227
ST,2009,187820464.6,178128
SR,2009,3875409836,539987
SK,2009,89399303222,5386406
SI,2009,50567734886,2039669
SE,2009,4.36537E+11,9298515
SZ,2009,3580417067,1094886
SC,2009,847397850.1,87298
SY,2009,2.24562E+11,21827220
TD,2009,9290728773,11496128
TG,2009,3379258565,6398624
TH,2009,2.8171E+11,67813654
TJ,2009,4979481980,7468596
TM,2009,20214385965,5180957
TL,2009,726882400,1065540
TO,2009,312377379.3,107144
TT,2009,19172165226,1401191
TN,2009,43454935940,10784504
TR,2009,6.49273E+11,72225639
TV,2009,28076743.1,10408
TZ,2009,29081425282,43957933
UG,2009,25127805566,31412520
UA,2009,1.21553E+11,46053331
UY,2009,31660911277,3344156
US,2009,1.44781E+13,306771529
UZ,2009,33689223673,27767400
VC,2009,714300243.8,109840
VE,2009,3.29788E+11,28327892
VN,2009,1.06015E+11,86482923
VU,2009,592622502.4,239689
WS,2009,628006123.3,193176
YE,2009,25130274124,24029589
ZA,2009,3.29753E+11,51170779
ZM,2009,15328342304,13318087
ZW,2009,9665793300,12679810
AF,2010,15856678596,28189672
AO,2010,81699556137,23364185
AL,2010,11926922829,2913021
AD,2010,3449925739,71519
AE,2010,2.89787E+11,8481771
AR,2010,4.23627E+11,40788453
AM,2010,9260284938,2946293
AG,2010,1148700000,85695
AU,2010,1.14759E+12,22031750
AT,2010,3.92275E+11,8363404
AZ,2010,52909294792,9054332
BI,2010,2032135247,9126605
BE,2010,4.81421E+11,10895586
BJ,2010,9535344283,9445710
BF,2010,10109618964,16116845
BD,2010,1.15279E+11,148391139
BG,2010,50682061053,7395599
BH,2010,25713271277,1213645
BS,2010,10095760000,373272
BA,2010,17176781066,3811088
BY,2010,57222490769,9483836
BZ,2010,1387925188,322106
BO,2010,19649631308,10223270
BR,2010,2.20884E+12,196353492
BB,2010,4529928302,274711
BN,2010,13707370737,396053
BT,2010,1547991318,705516
BW,2010,12786654498,2091664
CF,2010,2142591376,4660067
CA,2010,1.61734E+12,34004889
CH,2010,6.03434E+11,7824909
CL,2010,2.17105E+11,17004162
CN,2010,6.08716E+12,1337705000
CI,2010,34936305297,21120042
CM,2010,27507499709,19878036
CD,2010,21565720044,66391257
CG,2010,13148396206,4437884
CO,2010,2.86563E+11,44816108
KM,2010,907978723.6,656024
CV,2010,1664310770,521212
CR,2010,37658614803,4622252
CU,2010,59562962963,11290417
CY,2010,25732432719,1129686
CZ,2010,2.0907E+11,10474410
DE,2010,3.39967E+12,81776930
DJ,2010,1128611700,919199
DM,2010,493825925.9,68755
DK,2010,3.21995E+11,5547683
DO,2010,53860175556,9775755
DZ,2010,1.61207E+11,35856344
EC,2010,69555367000,14989585
EG,2010,2.18984E+11,87252413
ER,2010,1589515447,3147727
ES,2010,1.42211E+12,46576897
EE,2010,19523477326,1331475
ET,2010,29933790334,89237791
FI,2010,2.49424E+11,5363352
FJ,2010,3140508836,905169
FR,2010,2.64519E+12,65030575
FM,2010,296944100,107588
GA,2010,14372591916,1711105
GB,2010,2.49111E+12,62766365
GE,2010,12243505583,3786695
GH,2010,32197272797,25574719
GN,2010,6853467858,10270728
GM,2010,1543292393,1937275
GW,2010,849878424.2,1567220
GQ,2010,16314442183,1094524
GR,2010,2.97125E+11,11121341
GD,2010,771013259.3,114039
GT,2010,40676432029,14259687
GY,2010,3432913073,747932
HN,2010,15839344592,8450933
HR,2010,60426018629,4295427
HT,2010,11859315079,9842880
HU,2010,1.32231E+11,10000023
ID,2010,7.55094E+11,244016173
IN,2010,1.67562E+12,1240613620
IE,2010,2.21876E+11,4560155
IR,2010,4.86808E+11,75373855
IQ,2010,1.38517E+11,31264875
IS,2010,13751161918,318041
IL,2010,2.34655E+11,7623600
IT,2010,2.1361E+12,59277417
JM,2010,13220556883,2733896
JO,2010,27133804225,6931258
JP,2010,5.75907E+12,128070000
KZ,2010,1.48047E+11,16321872
KE,2010,45405587557,41517895
KG,2010,4794357795,5447900
KH,2010,11242275199,14363532
KI,2010,155299728.5,107995
KN,2010,778718111.1,47403
KR,2010,1.14407E+12,49554112
KW,2010,1.15419E+11,2943356
LA,2010,7131773633,6323418
LB,2010,38443907042,4995800
LR,2010,1998000000,4019956
LY,2010,75380170508,6491988
LC,2010,1486758037,170935
LI,2010,5082366478,35926
LK,2010,56725749222,20261738
LS,2010,2234731974,2022747
LT,2010,37128694028,3097282
LU,2010,56213985987,506953
LV,2010,23956163077,2097555
MA,2010,93216746662,32464865
MC,2010,5367625613,33178
MD,2010,6974982393,2862354
MG,2010,9982711338,21731053
MV,2010,2588176055,361575
MX,2010,1.0578E+12,112532401
MH,2010,160407100,53416
MK,2010,9407168702,2055004
ML,2010,10689168011,15529181
MT,2010,9035932123,414508
MM,2010,37796052939,49390988
ME,2010,4143033276,619428
MN,2010,7189481824,2702520
MZ,2010,11104649065,23073723
MR,2010,5628878866,3419461
MU,2010,10003670690,1250400
MW,2010,6959655571,14718422
MY,2010,2.55017E+11,28717731
NA,2010,11431334447,2099271
NE,2010,7851191899,16647543
NG,2010,3.61457E+11,160952853
NI,2010,8758639096,5855734
NL,2010,8.47381E+11,16615394
NO,2010,4.28757E+11,4889252
NP,2010,16002656434,27161567
NR,2010,47564520.39,10241
NZ,2010,1.46518E+11,4350700
OM,2010,64993498049,2881914
PK,2010,1.77166E+11,194454498
PA,2010,29440287600,3623617
PE,2010,1.47529E+11,29229572
PH,2010,2.08369E+11,94636700
PW,2010,185943000,18540
PG,2010,14250755231,7583269
PL,2010,4.79834E+11,38042794
KP,2010,,24686435
PT,2010,2.38113E+11,10573100
PY,2010,27129301212,5768613
QA,2010,1.25122E+11,1713504
RO,2010,1.66309E+11,20246871
RU,2010,1.52492E+12,142849468
RW,2010,6121529488,10309031
SA,2010,5.28207E+11,29411929
SD,2010,74151186600,33739933
SN,2010,16121314671,12530121
SG,2010,2.39809E+11,5076732
SB,2010,846767635.9,540394
SL,2010,2578026297,6436698
SV,2010,18447920000,6114034
SM,2010,1881214371,31608
SO,2010,,12026649
RS,2010,41819468692,7291436
SS,2010,14602072411,9714419
ST,2010,196652514.3,182138
SR,2010,4368398048,546080
SK,2010,90801178162,5391428
SI,2010,48208240226,2048583
SE,2010,4.95813E+11,9378126
SZ,2010,4438778424,1099920
SC,2010,969940010.3,89770
SY,2010,2.52518E+11,22337563
TD,2010,10668102735,11894727
TG,2010,3429461495,6571855
TH,2010,3.41105E+11,68270489
TJ,2010,5642178580,7621779
TM,2010,22583157895,5267970
TL,2010,881827800,1088486
TO,2010,366840012.4,107383
TT,2010,22157948396,1410296
TN,2010,46206091938,10895063
TR,2010,7.76993E+11,73195345
TV,2010,32104201.06,10550
TZ,2010,32014249841,45110527
UG,2010,26673441667,32341728
UA,2010,1.4121E+11,45870741
UY,2010,40284481652,3352651
US,2010,1.5049E+13,309327143
UZ,2010,49765676402,28562400
VC,2010,720447880.2,109308
VE,2010,3.93192E+11,28715022
VN,2010,1.47199E+11,87411012
VU,2010,670713208.1,245453
WS,2010,663161528.4,194672
YE,2010,30906749533,24743946
ZA,2010,4.17365E+11,51784921
ZM,2010,20265559484,13792086
ZW,2010,12041655200,12839771
AF,2011,17805113119,29249157
AO,2011,1.09437E+11,24259111
AL,2011,12890764531,2905195
AD,2011,3629133574,70567
AE,2011,3.50666E+11,8575205
AR,2011,5.30163E+11,41261490
AM,2011,10142111335,2928976
AG,2011,1137637037,86729
AU,2011,1.39791E+12,22340024
AT,2011,4.31685E+11,8391643
AZ,2011,65951627200,9173082
BI,2011,2235820868,9455733
BE,2011,5.2333E+11,11038264
BJ,2011,10693321954,9726380
BF,2011,12080296644,16602651
BD,2011,1.28638E+11,150211005
BG,2011,57678241024,7348328
BH,2011,28776595745,1212077
BS,2011,10070450000,377950
BA,2011,18644723861,3743142
BY,2011,61757788945,9461643
BZ,2011,1466822039,329538
BO,2011,23963033429,10396246
BR,2011,2.61616E+12,198185302
BB,2011,4657699461,275486
BN,2011,18525319978,401506
BT,2011,1777101317,713331
BW,2011,15351972361,2134037
CF,2011,2437982840,4732022
CA,2011,1.79333E+12,34339328
CH,2011,7.22038E+11,7912398
CL,2011,2.51225E+11,17173573
CN,2011,7.5515E+12,1345035000
CI,2011,36693712825,21562914
CM,2011,30630912185,20448873
CD,2011,25839749199,68654269
CG,2011,15655383586,4584216
CO,2011,3.34944E+11,45308899
KM,2011,1023086184,670071
CV,2011,1865915544,527521
CR,2011,42762617082,4679926
CU,2011,68990000000,11298710
CY,2011,27565469098,1145086
CZ,2011,2.29563E+11,10496088
DE,2011,3.74931E+12,80274983
DJ,2011,1239144502,936811
DM,2011,501025925.9,68742
DK,2011,3.44003E+11,5570572
DO,2011,58029750746,9903737
DZ,2011,2.00013E+11,36543541
EC,2011,79276664000,15237728
EG,2011,2.3599E+11,89200054
ER,2011,2065001626,3207570
ES,2011,1.48071E+12,46742697
EE,2011,23213994093,1327439
ET,2011,31952763089,91817929
FI,2011,2.75604E+11,5388272
FJ,2011,3774530616,908355
FR,2011,2.86516E+12,65345233
FM,2011,311301600,107887
GA,2011,18210308748,1772500
GB,2011,2.67489E+12,63258810
GE,2011,15107441447,3756441
GH,2011,39337314810,26205941
GN,2011,6785137173,10527712
GM,2011,1409694554,1998212
GW,2011,1099818652,1609017
GQ,2011,21357344848,1144588
GR,2011,2.82996E+11,11104899
GD,2011,778655925.9,114918
GT,2011,46876114651,14521515
GY,2011,3691384318,744230
HN,2011,17710315006,8622504
HR,2011,63169910822,4280622
HT,2011,13008754111,9954312
HU,2011,1.42E+11,9971727
ID,2011,8.92969E+11,247099697
IN,2011,1.82305E+12,1257621191
IE,2011,2.38976E+11,4580084
IR,2011,6.26133E+11,76342971
IQ,2011,1.8575E+11,32378061
IS,2011,15221622926,319014
IL,2011,2.62294E+11,7765800
IT,2011,2.29499E+12,59379449
JM,2011,14444655300,2746169
JO,2011,29524149155,7109980
JP,2011,6.23315E+12,127833000
KZ,2011,1.92627E+11,16557202
KE,2011,46869457318,42635144
KG,2011,6197766119,5514600
KH,2011,12829541141,14573885
KI,2011,180665807.2,109871
KN,2011,836092407.4,47581
KR,2011,1.25322E+12,49936638
KW,2011,1.54068E+11,3143825
LA,2011,8750107402,6416327
LB,2011,39927125961,5045056
LR,2011,2398000000,4181150
LY,2011,48167374612,6188132
LC,2011,1576988407,172145
LI,2011,5739977477,36189
LK,2011,65292753005,20398496
LS,2011,2579421686,2037677
LT,2011,43535051482,3028115
LU,2011,61696281326,518347
LV,2011,27474380566,2059709
MA,2011,1.0137E+11,32903699
MC,2011,6088808463,33945
MD,2011,8414351672,2860699
MG,2011,11551819618,22348158
MV,2011,2774351760,374440
MX,2011,1.18049E+12,114150481
MH,2011,172188500,52971
MK,2011,10494632699,2058539
ML,2011,12995112698,16039734
MT,2011,9638916481,416268
MM,2011,54118601975,49794522
ME,2011,4544516982,620079
MN,2011,10409797649,2743938
MZ,2011,14381552467,23760421
MR,2011,6764627666,3524249
MU,2011,11518393367,1252404
MW,2011,8004000737,15146094
MY,2011,2.97952E+11,29184133
NA,2011,12523402329,2132340
NE,2011,8772951262,17283112
NG,2011,4.04994E+11,165463745
NI,2011,9774307336,5942553
NL,2011,9.05271E+11,16693074
NO,2011,4.98283E+11,4953088
NP,2011,21573862467,27266399
NR,2011,66055407.67,10283
NZ,2011,1.68291E+11,4384000
OM,2011,77497529259,3206870
PK,2011,2.13587E+11,198602738
PA,2011,34686224300,3688674
PE,2011,1.71762E+11,29477721
PH,2011,2.34217E+11,96337913
PW,2011,196911100,18240
PG,2011,17984910502,7806637
PL,2011,5.28301E+11,38063255
KP,2011,,24783789
PT,2011,2.45118E+11,10557560
PY,2011,33737052170,5843939
QA,2011,1.67775E+11,1804171
RO,2011,1.83327E+11,20147528
RU,2011,2.04593E+12,142960908
RW,2011,6881379762,10576932
SA,2011,6.71239E+11,30150945
SD,2011,78403418360,34419624
SN,2011,17814284622,12875880
SG,2011,2.79351E+11,5183688
SB,2011,1049889692,553721
SL,2011,2942546781,6612385
SV,2011,20283780000,6137349
SM,2011,1813752784,32495
SO,2011,,12216837
RS,2011,49258136129,7234099
SS,2011,14907308933,10243050
ST,2011,231489270.1,186044
SR,2011,4422276622,552146
SK,2011,99492917849,5398384
SI,2011,51583869785,2052843
SE,2011,5.74094E+11,9449213
SZ,2011,4820499924,1105371
SC,2011,1065823923,87441
SY,2011,73616694709,22730733
TD,2011,12172309523,12317730
TG,2011,3872459250,6748672
TH,2011,3.70819E+11,68712846
TJ,2011,6522732203,7784819
TM,2011,29233333333,5360811
TL,2011,1042411500,1112976
TO,2011,414523388.5,107611
TT,2011,25433011405,1420020
TN,2011,48122744708,11032528
TR,2011,8.38763E+11,74173854
TV,2011,39195461.58,10700
TZ,2011,34657139495,46416031
UG,2011,27871725206,33295738
UA,2011,1.69333E+11,45706086
UY,2011,47962439304,3361637
US,2011,1.55997E+13,311583481
UZ,2011,60178909297,29339400
VC,2011,713796368.7,108703
VE,2011,3.16482E+11,29096159
VN,2011,1.72596E+11,88349117
VU,2011,770153304.2,251294
WS,2011,737401684.1,196351
YE,2011,32726417212,25475610
ZA,2011,4.58202E+11,52443325
ZM,2011,23459515276,14265814
ZW,2011,14101920300,13025785
AF,2012,19907317066,30466479
AO,2012,1.24998E+11,25188292
AL,2012,12319830437,2900401
AD,2012,3188652765,71013
AE,2012,3.74591E+11,8664969
AR,2012,5.45982E+11,41733271
AM,2012,10619320049,2914421
AG,2012,1199948148,87674
AU,2012,1.54651E+12,22733465
AT,2012,4.09402E+11,8429991
AZ,2012,69683935845,9295784
BI,2012,2333341375,9795479
BE,2012,4.96153E+11,11106932
BJ,2012,11141358945,10014078
BF,2012,12561016091,17113732
BD,2012,1.33356E+11,152090649
BG,2012,54300857424,7305888
BH,2012,30749308511,1224939
BS,2012,10720500000,382061
BA,2012,17221192487,3674374
BY,2012,65685102555,9446836
BZ,2012,1531348953,337059
BO,2012,27084497482,10569697
BR,2012,2.46523E+12,199977707
BB,2012,4610095998,276197
BN,2012,19047940301,406634
BT,2012,1781281282,721145
BW,2012,14380004175,2175425
CF,2012,2510126699,4773306
CA,2012,1.82837E+12,34714222
CH,2012,6.9211E+11,7996861
CL,2012,2.67176E+11,17341771
CN,2012,8.53223E+12,1354190000
CI,2012,36302305578,22010712
CM,2012,30155064574,21032684
CD,2012,29306235826,70997870
CG,2012,17692911281,4713257
CO,2012,3.70921E+11,45782417
KM,2012,1015843369,684553
CV,2012,1741809809,533864
CR,2012,47231651863,4736593
CU,2012,73141000000,11309290
CY,2012,24978513427,1156556
CZ,2012,2.08858E+11,10510785
DE,2012,3.52714E+12,80425823
DJ,2012,1353632942,954297
DM,2012,485996296.3,68888
DK,2012,3.27149E+11,5591572
DO,2012,60681537196,10030882
DZ,2012,2.09059E+11,37260563
EC,2012,87924544000,15483883
EG,2012,2.79117E+11,91240376
ER,2012,,3252596
ES,2012,1.32474E+12,46773055
EE,2012,23019150071,1322696
ET,2012,43310721414,94451280
FI,2012,2.5829E+11,5413971
FJ,2012,3972012571,911059
FR,2012,2.68367E+12,65662240
FM,2012,327248700,108232
GA,2012,17170465294,1836705
GB,2012,2.71916E+12,63700215
GE,2012,16488403076,3728874
GH,2012,41270954737,26858762
GN,2012,7638045254,10788692
GM,2012,1415006238,2061014
GW,2012,989271229.6,1652717
GQ,2012,22388345810,1193636
GR,2012,2.42029E+11,11045011
GD,2012,799882259.3,115912
GT,2012,49593961142,14781942
GY,2012,4063089192,743966
HN,2012,18528601901,8792367
HR,2012,57192346923,4267558
HT,2012,13708926466,10108539
HU,2012,1.28857E+11,9920362
ID,2012,9.1787E+11,250222695
IN,2012,1.82764E+12,1274487215
IE,2012,2.25497E+11,4599533
IR,2012,6.44036E+11,77324451
IQ,2012,2.18002E+11,33864447
IS,2012,14751508134,320716
IL,2012,2.58417E+11,7910500
IT,2012,2.08696E+12,59539717
JM,2012,14807086889,2759817
JO,2012,31634561690,7211863
JP,2012,6.27236E+12,127629000
KZ,2012,2.07999E+11,16792090
KE,2012,56396706006,43725806
KG,2012,6605139933,5607200
KH,2012,14054443213,14786640
KI,2012,189630114.9,111618
KN,2012,826231629.6,47727
KR,2012,1.27843E+12,50199853
KW,2012,1.7407E+11,3394663
LA,2012,10192848926,6508803
LB,2012,44016799516,5178337
LR,2012,2791614000,4331740
LY,2012,92538004280,5869870
LC,2012,1605146778,173124
LI,2012,5456009385,36505
LK,2012,68434409315,20425000
LS,2012,2477702253,2054718
LT,2012,42927454291,2987773
LU,2012,59776383527,530946
LV,2012,28169902669,2034319
MA,2012,98266306615,33352169
MC,2012,5743029680,34700
MD,2012,8709138765,2860324
MG,2012,11578974888,22966240
MV,2012,2886170572,387539
MX,2012,1.20109E+12,115755909
MH,2012,180436300,52203
MK,2012,9745251126,2061044
ML,2012,12442035328,16514687
MT,2012,9462238211,420028
MM,2012,58318677645,50218185
ME,2012,4087725813,620601
MN,2012,12292770631,2792349
MZ,2012,16350813487,24487611
MR,2012,6728208836,3636113
MU,2012,11668685524,1255882
MW,2012,6028487929,15581251
MY,2012,3.14443E+11,29660212
NA,2012,13042007432,2167470
NE,2012,9426913349,17954407
NG,2012,4.55502E+11,170075932
NI,2012,10532006608,6030607
NL,2012,8.38923E+11,16754962
NO,2012,5.09506E+11,5018573
NP,2012,21703106502,27330694
NR,2012,96927201.48,10444
NZ,2012,1.76207E+11,4408100
OM,2012,87408842653,3535579
PK,2012,2.24384E+11,202205861
PA,2012,40429734400,3754862
PE,2012,1.92649E+11,29749589
PH,2012,2.61921E+11,98032317
PW,2012,212397800,17946
PG,2012,21295659244,8026545
PL,2012,4.98524E+11,38063164
KP,2012,,24887770
PT,2012,2.16224E+11,10514844
PY,2012,33296438306,5923322
QA,2012,1.86834E+11,1905660
RO,2012,1.70636E+11,20058035
RU,2012,2.2083E+12,143201721
RW,2012,7650671477,10840334
SA,2012,7.35975E+11,30821543
SD,2012,63195499524,35159792
SN,2012,17660871726,13231833
SG,2012,2.95087E+11,5312437
SB,2012,1191045573,567763
SL,2012,3801862611,6788587
SV,2012,21386150000,6161289
SM,2012,1604779648,33132
SO,2012,,12440326
RS,2012,43309252921,7199077
SS,2012,11931472169,10701604
ST,2012,250680845.8,189924
SR,2012,4980000000,558111
SK,2012,94253181330,5407579
SI,2012,46577793184,2057159
SE,2012,5.52484E+11,9519374
SZ,2012,4886533033,1111444
SC,2012,1059496470,88303
SY,2012,44117799607,22605577
TD,2012,12367363678,12754906
TG,2012,3873308389,6926635
TH,2012,3.97558E+11,69157023
TJ,2012,7633049792,7956382
TM,2012,35164210526,5458682
TL,2012,1160389500,1137676
TO,2012,470714083.4,107502
TT,2012,25781712703,1430377
TN,2012,47311159485,11174383
TR,2012,8.80556E+11,75277439
TV,2012,39345620.21,10854
TZ,2012,39650530214,47786137
UG,2012,27305915761,34273295
UA,2012,1.82592E+11,45593342
UY,2012,51264390116,3371133
US,2012,1.6254E+13,313877662
UZ,2012,67517349212,29774500
VC,2012,730032600.1,108083
VE,2012,3.81286E+11,29470426
VN,2012,1.95592E+11,89301326
VU,2012,747839697.8,257313
WS,2012,760549577.7,198124
YE,2012,35401341663,26223391
ZA,2012,4.34401E+11,53145033
ZM,2012,25503060420,14744658
ZW,2012,17114849900,13265331
AF,2013,20146404996,31541209
AO,2013,1.33402E+11,26147002
AL,2013,12776220507,2895092
AD,2013,3193512950,71367
AE,2013,3.90108E+11,8751847
AR,2013,5.52025E+11,42202935
AM,2013,11121465767,2901385
AG,2013,1181448148,88497
AU,2013,1.57634E+12,23128129
AT,2013,4.30191E+11,8479823
AZ,2013,74164435946,9416801
BI,2013,2451606684,10149577
BE,2013,5.21791E+11,11159407
BJ,2013,12517845732,10308730
BF,2013,13444301139,17636408
BD,2013,1.4999E+11,154030139
BG,2013,55810138436,7265115
BH,2013,32539468085,1261673
BS,2013,10562800000,385650
BA,2013,18172335776,3617559
BY,2013,75527984234,9443211
BZ,2013,1581844936,344688
BO,2013,30659338886,10743349
BR,2013,2.47282E+12,201721767
BB,2013,4677248302,276865
BN,2013,18093829923,411702
BT,2013,1756215665,728889
BW,2013,14901750991,2217278
CF,2013,1691544192,4802428
CA,2013,1.8466E+12,35082954
CH,2013,7.12748E+11,8089346
CL,2013,2.77239E+11,17509925
CN,2013,9.57041E+12,1363240000
CI,2013,42760237561,22469268
CM,2013,33728622819,21632850
CD,2013,32679745298,73460021
CG,2013,17958720704,4828066
CO,2013,3.82116E+11,46237930
KM,2013,1116224161,699393
CV,2013,1850470042,539940
CR,2013,50949672206,4791535
CU,2013,77148000000,11321579
CY,2013,23900872626,1166968
CZ,2013,2.11686E+11,10514272
DE,2013,3.7338E+12,80645605
DJ,2013,2042817163,971753
DM,2013,498296296.3,68819
DK,2013,3.43584E+11,5614932
DO,2013,62682163837,10157051
DZ,2013,2.09755E+11,38000626
EC,2013,95129659000,15722989
EG,2013,2.88434E+11,93377890
ER,2013,,3296367
ES,2013,1.35514E+12,46620045
EE,2013,25115753366,1317997
ET,2013,47648211133,97084366
FI,2013,2.71362E+11,5438972
FJ,2013,4190143206,913453
FR,2013,2.81188E+12,66002289
FM,2013,317214400,108609
GA,2013,17595745653,1902226
GB,2013,2.80329E+12,64128273
GE,2013,17189551521,3717668
GH,2013,62823043706,27525597
GN,2013,8376613843,11055430
GM,2013,1375608956,2124869
GW,2013,1046087418,1697753
GQ,2013,21948835350,1243941
GR,2013,2.38908E+11,10965211
GD,2013,842620111.1,116945
GT,2013,52996540704,15043981
GY,2013,4167800259,747420
HN,2013,18499710128,8960657
HR,2013,58889082315,4255689
HT,2013,14902474091,10261206
HU,2013,1.35733E+11,9893082
ID,2013,9.12524E+11,253275918
IN,2013,1.85672E+12,1291132063
IE,2013,2.38279E+11,4623816
IR,2013,4.92776E+11,78458928
IQ,2013,2.34638E+11,35481800
IS,2013,16125060515,323764
IL,2013,2.94167E+11,8059500
IT,2013,2.14192E+12,60233948
JM,2013,14264202737,2773129
JO,2013,34454440141,7694814
JP,2013,5.21233E+12,127445000
KZ,2013,2.36635E+11,17035551
KE,2013,61671425370,44792368
KG,2013,7335027592,5719600
KH,2013,15227991395,14999683
KI,2013,184550740.1,113311
KN,2013,875376407.4,47767
KR,2013,1.3708E+12,50428893
KW,2013,1.74161E+11,3646518
LA,2013,11983252611,6600742
LB,2013,46880103081,5678851
LR,2013,3177198100,4427313
LY,2013,75350633011,5985221
LC,2013,1664816741,173978
LI,2013,6391735894,36806
LK,2013,74317806538,20585000
LS,2013,2367113170,2073939
LT,2013,46523420074,2957689
LU,2013,65203276467,543360
LV,2013,30204783462,2012647
MA,2013,1.06826E+11,33803527
MC,2013,6555983530,35425
MD,2013,9496717702,2859558
MG,2013,12423555269,23588073
MV,2013,3295011382,400728
MX,2013,1.27444E+12,117290686
MH,2013,184840400,51352
MK,2013,10817712139,2064032
ML,2013,13242690790,17004033
MT,2013,10551661177,425967
MM,2013,60572257122,50648334
ME,2013,4465771673,621207
MN,2013,12582122604,2845153
MZ,2013,16974314296,25251731
MR,2013,7223071177,3742959
MU,2013,12129642296,1258653
MW,2013,5518880769,16024775
MY,2013,3.23277E+11,30134807
NA,2013,12043276397,2204510
NE,2013,10224897935,18653199
NG,2013,5.08693E+11,174726123
NI,2013,10982979274,6119379
NL,2013,8.77173E+11,16804432
NO,2013,5.22762E+11,5079623
NP,2013,22162208956,27381555
NR,2013,98491843.64,10694
NZ,2013,1.90907E+11,4442100
OM,2013,89936020806,3816680
PK,2013,2.31219E+11,205337562
PA,2013,45599994000,3821556
PE,2013,2.01175E+11,30038809
PH,2013,2.83903E+11,99700107
PW,2013,221117200,17805
PG,2013,21261432791,8245627
PL,2013,5.21016E+11,38040196
KP,2013,,25001819
PT,2013,2.26434E+11,10457295
PY,2013,38651334288,6005652
QA,2013,1.98728E+11,2035501
RO,2013,1.90801E+11,19983693
RU,2013,2.29247E+12,143506995
RW,2013,7815975294,11101350
SA,2013,7.46647E+11,31482498
SD,2013,66026600235,35990704
SN,2013,18918668644,13595566
SG,2013,3.07576E+11,5399162
SB,2013,1284763287,582365
SL,2013,4920343195,6964859
SV,2013,21990960000,6185642
SM,2013,1678841812,33285
SO,2013,4574495667,12852485
RS,2013,48394239475,7164132
SS,2013,18426469017,11106031
ST,2013,300554483.6,193757
SR,2013,5145757576,563947
SK,2013,98569320343,5413393
SI,2013,48415657265,2059953
SE,2013,5.86842E+11,9600379
SZ,2013,4597532030,1118319
SC,2013,1328089686,89949
SY,2013,22552466245,21495821
TD,2013,12953535496,13216766
