iso2,year,gdp,population
PK,1965,5929231415,51841626
PA,1965,852485300,1310556
PE,1965,5166861068,11781581
PH,1965,6517304758,32805538
PW,1965,,10563
PG,1965,344159480.3,2222178
PL,1965,,31444950
KP,1965,,13105946
PT,1965,4687464055,8998595
PY,1965,443587301.6,2143153
QA,1965,,64843
RO,1965,,19031576
RU,1965,,126745000
RW,1965,148799980,3348631
SA,1965,,4978922
SD,1965,1679333333,9712785
SN,1965,1210058396,3770874
SG,1965,974650463.9,1886900
SB,1965,,151495
SL,1965,359379856.3,2520576
SV,1965,877720000,3179506
SM,1965,,17273
SO,1965,243724533.2,3267593
RS,1965,,6794000
SS,1965,,3143622
ST,1965,,71730
SR,1965,154150000,321069
SK,1965,,4370983
SI,1965,,1649160
SE,1965,24795499686,7733853
SZ,1965,70278594.43,388317
SC,1965,15603032.8,47500
SY,1965,1329842435,5368451
TD,1965,416926303,3336338
TG,1965,187300336.4,1820396
TH,1965,4388937649,30940270
TJ,1965,,2538295
TM,1965,,1897095
TL,1965,,507477
TO,1965,,77686
TT,1965,736568861.9,928462
TN,1965,991047619.1,4457282
TR,1965,11966666667,31374536
TV,1965,,5548
TZ,1965,,11630603
UG,1965,884873949.6,8829056
UA,1965,,45387091
UY,1965,1890769326,2680427
US,1965,7.437E+11,194303000
UZ,1965,,10130096
VC,1965,15108207.43,91495
VE,1965,8427777778,9688138
VN,1965,,37466077
VU,1965,,74677
WS,1965,,129789
YE,1965,,6097298
ZA,1965,13068994778,19187194
ZM,1965,1082857143,3658024
ZW,1965,1311435800,4447149
AF,1966,1399999967,9783147
AO,1966,,5787044
AL,1966,,1914573
AD,1966,,14546
AE,1966,,182509
AR,1966,28630474728,22403116
AM,1966,,2295496
AG,1966,,60615
AU,1966,27309889125,11651000
AT,1966,10887682273,7322066
AZ,1966,,4708150
BI,1966,165444571.4,3193378
BE,1966,18651883472,9527807
BJ,1966,302925280.8,2788642
BF,1966,433889831.6,5242797
BD,1966,6439687598,60265259
BG,1966,,8258057
BH,1966,,199019
BS,1966,340000000,151323
BA,1966,,3620849
BY,1966,,8696496
BZ,1966,44405594.41,108062
BO,1966,669191919.2,4204065
BR,1966,28283323733,86979283
BB,1966,,238494
BN,1966,132758395.4,112597
BT,1966,,262976
BW,1966,51464435.15,574855
CF,1966,157930041.9,1888853
CA,1966,61088384037,20048000
CH,1966,16480058705,5918002
CL,1966,7072641026,9161649
CN,1966,76720285970,735400000
CI,1966,1024103034,4671196
CM,1966,851112662.7,5829580
CD,1966,4532660182,17941738
CG,1966,220613582.4,1242116
CO,1966,5428518519,18811407
KM,1966,,219369
CV,1966,,252238
CR,1966,647305630.2,1654619
CU,1966,,8230450
CY,1966,,622566
CZ,1966,,9821040
DE,1966,,76600311
DJ,1966,,114874
DM,1966,,64728
DK,1966,11931739859,4797381
DO,1966,983900000,3987090
DZ,1966,3039834559,12613389
EC,1966,2429309514,5495761
EG,1966,5278005612,31613132
ER,1966,,1150264
ES,1966,28721062242,32283194
EE,1966,,1308597
ET,1966,,25377645
FI,1966,9208524505,4580869
FJ,1966,150603925.5,482358
FR,1966,1.10046E+11,49817041
FM,1966,,52346
GA,1966,245849781.7,555748
GB,1966,1.08573E+11,54648500
GE,1966,,3966700
GH,1966,2126050420,8019658
GN,1966,,3916780
GM,1966,44212353.7,471753
GW,1966,,570375
GQ,1966,69110000,301517
GR,1966,8591517944,8613651
GD,1966,,98692
GT,1966,1390700000,4910790
GY,1966,228705882.4,663241
HN,1966,549950000,2474523
HR,1966,,4310701
HT,1966,368948600,4352949
HU,1966,,10178653
ID,1966,,103561105
IN,1966,45865462034,510992617
IE,1966,3104034393,2888800
IR,1966,6789938672,25398700
IQ,1966,,8553883
IS,1966,628893310.4,195570
IL,1966,3980000000,2629000
IT,1966,73654870011,52519000
JM,1966,1096738065,1768803
JO,1966,658078969.5,1172770
JP,1966,1.05628E+11,98851000
KZ,1966,,11197568
KE,1966,1164519673,9802605
KG,1966,,2655300
KH,1966,914285714.3,6299230
KI,1966,,54428
KN,1966,14469078.18,50683
KR,1966,3928908381,29435571
KW,1966,2391486978,565463
LA,1966,,2434861
LB,1966,,2145646
LR,1966,,1320315
LY,1966,,1739831
LC,1966,,98126
LI,1966,,18957
LK,1966,1751470588,11380665
LS,1966,56698866.02,887841
LT,1966,,3008050
LU,1966,968440149.5,333895
LV,1966,,2283217
MA,1966,2876395613,13738502
MC,1966,,23198
MD,1966,,2336782
MG,1966,900264583.7,5936461
MV,1966,,108713
MX,1966,24320000000,44180437
MH,1966,,18794
MK,1966,,1567707
ML,1966,,5806572
MT,1966,,315200
MM,1966,317816210,24854704
ME,1966,,526419
MN,1966,,1165746
MZ,1966,,7689643
MR,1966,266533659.2,994697
MU,1966,,768813
MW,1966,260394792.1,4190764
MY,1966,3143538482,9340240
NA,1966,,674818
NE,1966,702296184.4,4172501
NG,1966,6366792664,51020296
NI,1966,606671444,2150003
NL,1966,22867203317,12456251
NO,1966,8696460205,3753012
NP,1966,906811943.8,11470199
NR,1966,,6021
NZ,1966,5863733231,2675900
OM,1966,67768132.18,607538
PK,1966,6561108778,53199414
PA,1966,928833000,1350462
PE,1966,6113607728,12127990
PH,1966,7189017888,33704749
PW,1966,,10813
PG,1966,390973233.3,2271490
PL,1966,,31681000
KP,1966,,13444048
PT,1966,5135387846,8930990
PY,1966,465888888.9,2195955
QA,1966,,73102
RO,1966,,19215450
RU,1966,,127468000
RW,1966,124525702.9,3444021
SA,1966,,5173237
SD,1966,1723000000,10014505
SN,1966,1246908374,3881994
SG,1966,1096432771,1934400
SB,1966,,155514
SL,1966,375479849.8,2569736
SV,1966,929520000,3266436
SM,1966,,17588
SO,1966,257374455.8,3353665
RS,1966,,6841000
SS,1966,,3185305
ST,1966,,72567
SR,1966,190350000,332142
SK,1966,,4411666
SI,1966,,1669905
SE,1966,26971486546,7807797
SZ,1966,76858462.83,398861
SC,1966,16443034.56,48699
SY,1966,1321204503,5542003
TD,1966,432794922.5,3398664
TG,1966,216136263.9,1882458
TH,1966,5279230817,31883754
TJ,1966,,2625653
TM,1966,,1957557
TL,1966,,516197
TO,1966,,79794
TT,1966,723735635.5,942599
TN,1966,1040952381,4548972
TR,1966,14100000000,32172785
TV,1966,,5591
TZ,1966,,11981932
UG,1966,925770308.1,9104743
UA,1966,,45809120
UY,1966,1809183975,2707030
US,1966,8.15E+11,196560000
UZ,1966,,10504969
VC,1966,16099865.83,92957
VE,1966,8781333333,10010685
VN,1966,,38388210
VU,1966,,76945
WS,1966,,132976
YE,1966,,6228430
ZA,1966,14211394321,19789771
ZM,1966,1264285714,3777680
ZW,1966,1281749500,4588529
AF,1967,1673333418,10010030
AO,1967,,5827503
AL,1967,,1965598
AD,1967,,15745
AE,1967,,191404
AR,1967,24256667553,22757014
AM,1967,,2355997
AG,1967,,61617
AU,1967,30444618658,11799000
AT,1967,11579431669,7376998
AZ,1967,,4832000
BI,1967,178297142.9,3274493
BE,1967,19992040788,9580991
BJ,1967,306222000.4,2843739
BF,1967,450753993.2,5330613
BD,1967,7253575399,62104488
BG,1967,,8310226
BH,1967,,204916
BS,1967,390196078.4,158197
BA,1967,,3673367
BY,1967,,8785648
BZ,1967,47379310.34,111411
BO,1967,755808080.8,4295269
BR,1967,31086389195,89323288
BB,1967,,239238
BN,1967,139030445.6,117628
BT,1967,,271339
BW,1967,58646443.51,578723
CF,1967,163820538.9,1930861
CA,1967,65668655501,20412000
CH,1967,17740013179,5991785
CL,1967,7013196078,9326268
CN,1967,72881631327,754550000
CI,1967,1082922892,4856689
CM,1967,936175404.6,5975087
CD,1967,3384063372,18472105
CG,1967,237397428.3,1278312
CO,1967,5825170438,19343961
KM,1967,,224321
CV,1967,,260648
CR,1967,699456618.9,1706062
CU,1967,,8390962
CY,1967,,627695
CZ,1967,,9852899
DE,1967,,76951336
DJ,1967,,121168
DM,1967,,65760
DK,1967,13059064375,4835354
DO,1967,1034800000,4108916
DZ,1967,3370843066,12897115
EC,1967,2553596092,5658446
EG,1967,5605484299,32408414
ER,1967,,1179554
ES,1967,31647119228,32682947
EE,1967,,1318946
ET,1967,,26051596
FI,1967,9368954010,4605744
FJ,1967,162625885.9,494632
FR,1967,1.18973E+11,50334012
FM,1967,,53940
GA,1967,271543680.3,564436
GB,1967,1.13117E+11,54943600
GE,1967,,4005800
GH,1967,1746806039,8216086
GN,1967,,3990760
GM,1967,46695363.16,485132
GW,1967,,573380
GQ,1967,72317446.93,308374
GR,1967,9275600800,8684088
GD,1967,,98977
GT,1967,1453500000,5047435
GY,1967,250176470.6,675064
HN,1967,598100000,2547497
HR,1967,,4338683
HT,1967,369124200,4432716
HU,1967,,10216604
ID,1967,5667756645,106260749
IN,1967,50134942204,521987069
IE,1967,3343636773,2902450
IR,1967,7555383690,26133341
IQ,1967,,8848502
IS,1967,621225962.2,198751
IL,1967,4030000000,2745000
IT,1967,81133120065,52900500
JM,1967,1148025407,1790580
JO,1967,631755810.7,1265680
JP,1967,1.23782E+11,99879000
KZ,1967,,11491228
KE,1967,1232559506,10201068
KG,1967,,2736500
KH,1967,962857134.3,6426445
KI,1967,,54990
KN,1967,16742338.25,49269
KR,1967,4855907142,30130983
KW,1967,2441893027,621242
LA,1967,,2491927
LB,1967,,2203202
LR,1967,,1354287
LY,1967,,1778578
LC,1967,,99257
LI,1967,,19467
LK,1967,1859465021,11657650
LS,1967,59260814.78,918923
LT,1967,,3044400
LU,1967,974721762.5,334995
LV,1967,,2301220
MA,1967,3046339295,14109755
MC,1967,,23281
MD,1967,,2369729
MG,1967,956436931.2,6099529
MV,1967,,112547
MX,1967,26560000000,45656963
MH,1967,,19665
MK,1967,,1588649
ML,1967,275494477.8,5888497
MT,1967,,311550
MM,1967,328182434.5,25440029
ME,1967,,522796
MN,1967,,1198197
MZ,1967,,7859471
MR,1967,282615367.5,1024992
MU,1967,,783917
MW,1967,269814968.2,4295762
MY,1967,3188945512,9582086
NA,1967,,693063
NE,1967,665586975.1,4294283
NG,1967,5203135937,52106681
NI,1967,657171436.7,2219001
NL,1967,25087562181,12598201
NO,1967,9514496703,3784539
NP,1967,841974025.5,11715579
NR,1967,,6114
NZ,1967,5961418094,2724100
OM,1967,107152720.2,622042
PK,1967,7464510710,54629793
PA,1967,1034376400,1391072
PE,1967,6204253759,12481626
PH,1967,7724873935,34616857
PW,1967,,10992
PG,1967,441706910.1,2322647
PL,1967,,31987155
KP,1967,,13821409
PT,1967,5740241166,8874520
PY,1967,492674603.2,2248882
QA,1967,,82517
RO,1967,,19534242
RU,1967,,128196000
RW,1967,159560018,3549461
SA,1967,,5381026
SD,1967,1865666667,10320500
SN,1967,1246480959,3997869
SG,1967,1238043904,1977600
SB,1967,25203524.03,159667
SL,1967,348795303,2620396
SV,1967,976200000,3354611
SM,1967,,17907
SO,1967,271780364.8,3441799
RS,1967,,6880000
SS,1967,,3221957
ST,1967,,73564
SR,1967,220700000,343620
SK,1967,,4449367
SI,1967,,1689528
SE,1967,29275995675,7867931
SZ,1967,74758504.83,409638
SC,1967,16632032.81,49911
SY,1967,1443717801,5723306
TD,1967,449826323,3461664
TG,1967,231706475.5,1957164
TH,1967,5638461442,32839341
TJ,1967,,2714959
TM,1967,,2018024
TL,1967,,525274
TO,1967,,81725
TT,1967,761981474,955681
TN,1967,1085714286,4661271
TR,1967,15644444444,33026490
TV,1967,,5657
TZ,1967,,12346286
UG,1967,967647058.8,9393432
UA,1967,,46235370
UY,1967,1597721080,2731847
US,1967,8.617E+11,198712000
UZ,1967,,10881533
VC,1967,15835177.93,94382
VE,1967,9250000000,10338848
VN,1967,,39282564
VU,1967,,79311
WS,1967,,135752
YE,1967,,6368014
ZA,1967,15821393678,20410677
ZM,1967,1368000000,3901288
ZW,1967,1397002000,4734694
AF,1968,1373333367,10247780
AO,1968,,5868203
AL,1968,,2022272
AD,1968,,17079
AE,1968,,213582
AR,1968,26436857247,23112971
AM,1968,,2416461
AG,1968,,62658
AU,1968,32716989585,12009000
AT,1968,12440625313,7415403
AZ,1968,,4948500
BI,1968,183200000,3352397
BE,1968,21376353113,9618756
BJ,1968,326323097.4,2901218
BF,1968,460442678.2,5422119
BD,1968,7483685474,63995652
BG,1968,,8369603
BH,1968,,210801
BS,1968,444901960.8,165456
BA,1968,,3723067
BY,1968,,8874552
BZ,1968,44910179.64,114825
BO,1968,857912457.9,4389249
BR,1968,33930457425,91659246
BB,1968,,239905
BN,1968,160819286.6,122764
BT,1968,,280102
BW,1968,66248256.62,582655
CF,1968,191767437,1975257
CA,1968,71829810520,20744000
CH,1968,18942729779,6067714
CL,1968,7167086957,9491502
CN,1968,70846535056,774510000
CI,1968,1281281246,5050106
CM,1968,1046191192,6127193
CD,1968,3909780539,19022799
CG,1968,251247458,1316130
CO,1968,5960212869,19872503
KM,1968,,229971
CV,1968,,269408
CR,1968,773841494.3,1756333
CU,1968,,8550286
CY,1968,,632452
CZ,1968,,9876346
DE,1968,,77294314
DJ,1968,,127668
DM,1968,,66865
DK,1968,13505573867,4864883
DO,1968,1079100000,4230877
DZ,1968,3852115817,13190975
EC,1968,2582180794,5825663
EG,1968,5932242991,33204629
ER,1968,,1209602
ES,1968,31475548481,33113134
EE,1968,,1331214
ET,1968,,26778653
FI,1968,8823033880,4626469
FJ,1968,166952937.1,505979
FR,1968,1.29785E+11,50817020
FM,1968,,55553
GA,1968,294468564.5,573611
GB,1968,1.0776E+11,55211700
GE,1968,,4042300
GH,1968,1666910166,8418152
GN,1968,,4067333
GM,1968,41160658.57,499151
GW,1968,,583475
GQ,1968,67514285.71,315325
GR,1968,10090675903,8740765
GD,1968,,99056
GT,1968,1610500000,5184095
GY,1968,229750000,685887
HN,1968,646800000,2622982
HR,1968,,4365628
HT,1968,367968800,4514006
HU,1968,,10255815
ID,1968,7076465295,109138723
IN,1968,53085455871,533431909
IE,1968,3278584478,2915550
IR,1968,8623172960,26875302
IQ,1968,2896947634,9156132
IS,1968,474399471.6,201488
IL,1968,4619000000,2803000
IT,1968,87942231678,53235750
JM,1968,1083883355,1812209
JO,1968,561187342.5,1366644
JP,1968,1.46601E+11,101011000
KZ,1968,,11777849
KE,1968,1353295458,10613877
KG,1968,,2818300
KH,1968,1065714249,6553109
KI,1968,,55511
KN,1968,14600000,47772
KR,1968,6119284294,30838302
KW,1968,2663119574,681117
LA,1968,,2551070
LB,1968,,2262291
LR,1968,,1389453
LY,1968,,1819393
LC,1968,,100400
LI,1968,,20011
LK,1968,1801344538,11937607
LS,1968,61444771.1,952992
LT,1968,,3078850
LU,1968,1066447131,335850
LV,1968,,2323619
MA,1968,3271415868,14490077
MC,1968,,23481
MD,1968,,2400264
MG,1968,1031669636,6270528
MV,1968,,116049
MX,1968,29360000000,47170337
MH,1968,,21001
MK,1968,,1610537
ML,1968,343771973.3,5973762
MT,1968,,307900
MM,1968,531186357.4,26044111
ME,1968,,517481
MN,1968,,1230406
MZ,1968,,8035529
MR,1968,311396000.3,1056393
MU,1968,,798413
MW,1968,245169806.8,4403430
MY,1968,3330393310,9821308
NA,1968,,712427
NE,1968,641214210.7,4417954
NG,1968,5200895982,53210119
NI,1968,695899980.4,2291300
NL,1968,27817605743,12729721
NO,1968,10159934137,3816486
NP,1968,772228643.4,11970411
NR,1968,,6288
NZ,1968,5180597621,2748100
OM,1968,188864890.8,637379
PK,1968,8041999160,56124743
PA,1968,1112791100,1432255
PE,1968,5736083835,12843249
PH,1968,8632749269,35544973
PW,1968,,11079
PG,1968,485160824.3,2375356
PL,1968,,32294655
KP,1968,,14216305
PT,1968,6354262628,8836650
PY,1968,517650793.7,2301887
QA,1968,,93022
RO,1968,,19799831
RU,1968,,128928000
RW,1968,172200018,3662010
SA,1968,4187777711,5604582
SD,1968,1947333333,10638899
SN,1968,1309384830,4117659
SG,1968,1425715406,2012000
SB,1968,28084252.76,163973
SL,1968,329860091.9,2672370
SV,1968,1009760100,3443251
SM,1968,,18291
SO,1968,286718279.7,3532420
RS,1968,,6915000
SS,1968,,3261725
ST,1968,,74739
SR,1968,241350000,355468
SK,1968,,4483915
SI,1968,,1704546
SE,1968,31066819929,7912273
SZ,1968,79798404.03,420373
SC,1968,16074027.35,51134
SY,1968,1562303429,5912715
TD,1968,453980096.7,3526770
TG,1968,241956910.7,2038765
TH,1968,6081009428,33807357
TJ,1968,,2806566
TM,1968,,2078581
TL,1968,,534649
TO,1968,,83430
TT,1968,758899950,967699
TN,1968,1214666667,4785003
TR,1968,17500000000,33884075
TV,1968,,5729
TZ,1968,,12739965
UG,1968,1037815126,9696370
UA,1968,,46635196
UY,1968,1593675330,2754417
US,1968,9.425E+11,200706000
UZ,1968,,11261600
VC,1968,15350000,95758
VE,1968,10034444444,10672654
VN,1968,,40145287
VU,1968,,81782
WS,1968,,138154
YE,1968,,6515904
ZA,1968,17124793157,21050540
ZM,1968,1605857143,4029173
ZW,1968,1479599900,4886347
AF,1969,1408888922,10494489
AO,1969,,5928386
AL,1969,,2081695
AD,1969,,18449
AE,1969,,253261
AR,1969,31256284544,23472028
AM,1969,,2476359
AG,1969,,63742
AU,1969,36686079068,12263000
AT,1969,13582798556,7441055
AZ,1969,,5063300
BI,1969,190205714.3,3424429
BE,1969,23710735895,9646032
BJ,1969,330748211.5,2961166
BF,1969,478298597.6,5515747
BD,1969,8471006101,65866908
BG,1969,,8434172
BH,1969,,216696
BS,1969,528137254.9,172745
BA,1969,,3770376
BY,1969,,8960304
BZ,1969,47305389.22,118145
BO,1969,929629629.6,4486098
BR,1969,37171640819,94000381
BB,1969,,240594
BN,1969,161211289.7,128012
BT,1969,,289296
BW,1969,77356914.08,586737
CF,1969,188039191.3,2021519
CA,1969,79148411662,21028000
CH,1969,20524886616,6136387
CL,1969,8377093023,9656299
CN,1969,79705906247,796025000
CI,1969,1361360157,5255149
CM,1969,1100551379,6286232
CD,1969,5032434970,19583123
CG,1969,265040036.1,1355699
CO,1969,6450175214,20392264
KM,1969,,236002
CV,1969,,278524
CR,1969,853630203.8,1805968
CU,1969,,8709654
CY,1969,,636821
CZ,1969,,9896580
DE,1969,,77909682
DJ,1969,,135390
DM,1969,,68007
DK,1969,15414902267,4891860
DO,1969,1230500000,4352954
DZ,1969,4257218772,13491016
EC,1969,3112166848,5997037
EG,1969,6524455206,33995955
ER,1969,,1240562
ES,1969,36038711600,33441054
EE,1969,,1345249
ET,1969,,27530388
FI,1969,10070766721,4623785
FJ,1969,182182067.7,516952
FR,1969,1.41903E+11,51272683
FM,1969,,57236
GA,1969,318124701.1,584628
GB,1969,1.16465E+11,55441750
GE,1969,,4080300
GH,1969,1962051319,8629855
GN,1969,,4145194
GM,1969,45168722.7,513686
GW,1969,,587880
GQ,1969,67225714.29,318846
GR,1969,11615657031,8772764
GD,1969,,98975
GT,1969,1715399900,5320100
GY,1969,249300000,695919
HN,1969,668000050,2701381
HR,1969,,4391490
HT,1969,391820400,4596642
HU,1969,,10298723
ID,1969,8337423313,112149246
IN,1969,58447995017,545314670
IE,1969,3787077344,2932650
IR,1969,9743089608,27643685
IQ,1969,3008120975,9476737
IS,1969,414709311.4,203369
IL,1969,5329333333,2877000
IT,1969,97085082807,53537950
JM,1969,1191287652,1834615
JO,1969,698963875.7,1466428
JP,1969,1.72204E+11,102219000
KZ,1969,,12042478
KE,1969,1458379415,11039551
KG,1969,,2894800
KH,1969,978873232.4,6679708
KI,1969,,56324
KN,1969,15850000,46135
KR,1969,7678581344,31544266
KW,1969,2769532344,743044
LA,1969,,2612111
LB,1969,,2323823
LR,1969,,1425879
LY,1969,,1862823
LC,1969,,101605
LI,1969,,20558
LK,1969,1965546218,12214948
LS,1969,65966680.67,987909
LT,1969,,3107321
LU,1969,1234878981,337500
LV,1969,,2343173
MA,1969,3651615453,14876982
MC,1969,,23875
MD,1969,,2429193
MG,1969,1056391055,6450324
MV,1969,,119569
MX,1969,32480000000,48714394
MH,1969,,22623
MK,1969,,1633502
ML,1969,339913866.6,6061764
MT,1969,,304300
MM,1969,551379225.9,26659479
ME,1969,,513340
MN,1969,,1261887
MZ,1969,,8217930
MR,1969,295062138.1,1088832
MU,1969,,812405
MW,1969,265810632.4,4512861
MY,1969,3664575983,10061684
NA,1969,,732881
NE,1969,625867922.7,4542993
NG,1969,6634187316,54360750
NI,1969,747971449.6,2366635
NL,1969,34035946604,12877984
NO,1969,11063065083,3847707
NP,1969,788641965.4,12231874
NR,1969,,6508
NZ,1969,5761588762,2772800
OM,1969,239980801.5,653593
PK,1969,8683116338,57676805
PA,1969,1221305700,1473965
PE,1969,6420909790,13213739
PH,1969,9571800653,36477170
PW,1969,,11159
PG,1969,551237316.6,2430922
PL,1969,,32548300
KP,1969,,14605481
PT,1969,6969025826,8757705
PY,1969,556293650.8,2355122
QA,1969,,104517
RO,1969,,20009141
RU,1969,,129664000
RW,1969,188700037,3777879
SA,1969,4485777644,5844843
SD,1969,2144333333,10966145
SN,1969,1245234807,4240859
SG,1969,1659904613,2042500
SB,1969,28606411.4,168399
SL,1969,408690163.5,2724901
SV,1969,1049400000,3530958
SM,1969,,18403
SO,1969,306357284.6,3625274
RS,1969,,6945000
SS,1969,,3301892
ST,1969,,76059
SR,1969,259650000,367618
SK,1969,,4518607
SI,1969,,1713874
SE,1969,33738102482,7968072
SZ,1969,105417891.6,431366
SC,1969,16452027.99,52365
SY,1969,1796596911,6111364
TD,1969,471635620.9,3595152
TG,1969,267732446.4,2120486
TH,1969,6695336567,34787583
TJ,1969,,2899854
TM,1969,,2139557
TL,1969,,544242
TO,1969,,84997
TT,1969,779200000,978642
TN,1969,1289904762,4915162
TR,1969,19466666667,34721990
TV,1969,,5779
TZ,1969,,13167782
UG,1969,1169047619,10006526
UA,1969,,46990889
UY,1969,2004435484,2773957
US,1969,1.0199E+12,202677000
UZ,1969,,11641640
VC,1969,16650000,97126
VE,1969,10285111111,11011335
VN,1969,,41015865
VU,1969,,84350
WS,1969,,140457
YE,1969,,6673981
ZA,1969,19256992305,21704214
ZM,1969,1965714286,4159007
ZW,1969,1747998800,5044163
AF,1970,1748886596,10752971
AO,1970,,6029700
AL,1970,,2135479
AD,1970,78619206.09,19860
AE,1970,,298084
AR,1970,31584210366,23842803
AM,1970,,2534377
AG,1970,,64517
AU,1970,41337215814,12507000
AT,1970,15373005557,7467086
AZ,1970,,5172050
BI,1970,242732571.4,3497834
BE,1970,26706196047,9655549
BJ,1970,333627758.2,3023443
BF,1970,458404330.1,5611666
BD,1970,8992721809,67541860
BG,1970,,8489574
BH,1970,,222555
BS,1970,538423153.7,179129
BA,1970,,3815561
BY,1970,,9040000
BZ,1970,53233532.93,120905
BO,1970,1017003367,4585693
BR,1970,42327664794,96369875
BB,1970,,241397
BN,1970,179080099.3,133343
BT,1970,,298894
BW,1970,96245114.46,592244
CF,1970,189106554.5,2067356
CA,1970,87896095320,21324000
CH,1970,,6180877
CL,1970,9126309735,9820481
CN,1970,92602973434,818315000
CI,1970,1455482990,5477086
CM,1970,1151217147,6452787
CD,1970,4877684910,20151733
CG,1970,274960699.9,1396989
CO,1970,7198360460,20905254
KM,1970,,242351
CV,1970,,287262
CR,1970,984830158.5,1855697
CU,1970,5693005200,8869636
CY,1970,,640804
CZ,1970,,9858071
DE,1970,2.15838E+11,78169289
DJ,1970,,144379
DM,1970,,68895
DK,1970,17075457600,4928757
DO,1970,1485500000,4475871
DZ,1970,4863487493,13795915
EC,1970,2862504170,6172215
EG,1970,8042200452,34781986
ER,1970,,1272748
ES,1970,40992995008,33814531
EE,1970,,1360076
ET,1970,,28308246
FI,1970,11357516988,4606307
FJ,1970,219878482.2,527634
FR,1970,1.48456E+11,51724116
FM,1970,,58989
GA,1970,323802475.5,597192
GB,1970,1.30672E+11,55663250
GE,1970,,4119900
GH,1970,2215029450,8861895
GN,1970,,4222374
GM,1970,52296836.75,528731
GW,1970,78733594.84,591663
GQ,1970,66331428.57,316955
GR,1970,13139863636,8792806
GD,1970,,98794
GT,1970,1904000000,5455197
GY,1970,267800000,705261
HN,1970,723000000,2782753
HR,1970,,4412252
HT,1970,331200000,4680812
HU,1970,,10337910
ID,1970,9150684932,115228394
IN,1970,62422483055,557501301
IE,1970,4395995086,2957250
IR,1970,10976245154,28449705
IQ,1970,3281713806,9811347
IS,1970,526704545.5,204438
IL,1970,,2974000
IT,1970,1.13395E+11,53821850
JM,1970,1404776071,1859091
JO,1970,639596751.6,1557374
JP,1970,2.12609E+11,103403000
KZ,1970,,12265305
KE,1970,1603447357,11473087
KG,1970,,2959900
KH,1970,718401157.7,6708525
KI,1970,14295279.54,57437
KN,1970,16300000,44968
KR,1970,9005023184,32240827
KW,1970,2873984878,802786
LA,1970,,2675283
LB,1970,,2381791
LR,1970,,1463563
LY,1970,,1909177
LC,1970,,103090
LI,1970,90098330.67,21089
LK,1970,2296470588,12485736
LS,1970,68738625.23,1023481
